node,node_adj,distance_m
26347930,1480990745,0
26347930,6954189908,0
2409201634,297722226,0
2409201634,2409201641,0
2409201634,26347930,0
297722226,1480094250,0
297722226,2052194151,0
297722226,2409201634,0
1480094250,1480094253,0
1480094250,297722226,0
1480094253,26347903,0
1480094253,1480094250,0
26347903,4031340427,0
26347903,909392104,0
26347903,1480094253,0
3834417257,4031300124,0
3834417257,4033397970,0
4031300124,11639684880,0
4031300124,3834417257,0
11639684880,26347933,0
11639684880,4031300124,0
26347933,26347935,0
26347933,4031300123,0
26347933,11639684880,0
26347933,1480990667,0
985951799,2052194153,0
985951799,7549988541,0
985951799,7549988540,0
2052194153,13007311011,0
2052194153,985951799,0
13007311011,29594397,0
13007311011,2052194153,0
29594397,4031323593,0
29594397,294557780,0
29594397,13007311011,0
4031323593,5595961110,0
4031323593,2408914348,0
4031323593,4031323594,0
4031323593,29594397,0
5595961110,1480990667,0
5595961110,5595961111,0
5595961110,5600617036,0
5595961110,4031323593,0
1480990667,26347933,0
1480990667,5595961110,0
1480990667,294135890,0
1480990667,1480990727,0
568001187,5120207844,0
568001187,26347919,0
5120207844,2052194159,0
5120207844,5120207845,0
5120207844,568001187,0
2052194159,4033347653,0
2052194159,5120207844,0
4033347653,795264007,0
4033347653,2052194159,0
4033347653,4033347664,0
795264007,5611392634,0
795264007,4033347663,0
795264007,4033347653,0
5611392634,2408997231,0
5611392634,795264007,0
5611392634,5611392632,0
2408997231,26347931,0
2408997231,2408923101,0
2408997231,5611392634,0
26347936,5611563826,0
26347936,2052194190,0
26347936,10678502274,0
5611563826,294102562,0
5611563826,5611563827,0
5611563826,26347936,0
294102562,4060275766,0
294102562,4060275767,0
294102562,5611563826,0
1480096101,568001188,0
1480096101,26347920,0
568001188,1480096136,0
568001188,1480096101,0
1480096136,1480096100,0
1480096136,568001188,0
1480096100,6997494673,0
1480096100,1480096136,0
6997494673,26347957,0
6997494673,1480096100,0
6997494673,6993842136,0
26347957,5611392651,0
26347957,487858405,0
26347957,6997494673,0
5611392651,568001189,0
5611392651,5611392652,0
5611392651,26347957,0
568001189,3119288114,0
568001189,5611392651,0
3119288114,5611288572,0
3119288114,4026463497,0
3119288114,568001189,0
5611288572,2408997236,0
5611288572,5611288573,0
5611288572,3119288114,0
2408997236,568001184,0
2408997236,5611288572,0
2408997236,4026463495,0
568001184,294099226,0
568001184,2408997236,0
294099226,5795413942,0
294099226,568001184,0
5795413942,4031544496,0
5795413942,294099226,0
5795413942,4026463493,0
4031544496,1480990694,0
4031544496,5795413942,0
1480990694,4031544495,0
1480990694,4026463493,0
1480990694,4031544496,0
4031544495,5795413941,0
4031544495,1480990694,0
5795413941,295945001,0
5795413941,4031544495,0
5795413941,4026463493,0
295945001,26347955,0
295945001,5795413941,0
295945001,4026463492,0
26347955,4026454120,0
26347955,295945001,0
4026454120,2408903782,0
4026454120,4033997847,0
4026454120,26347955,0
2408903782,10678502072,0
2408903782,4026454120,0
2408903782,4033997848,0
10678502072,10678502068,0
10678502072,10678502073,0
10678502072,2408903782,0
10678502068,10678502069,0
10678502068,10678502072,0
10678502069,287211686,0
10678502069,10678502068,0
287211686,4026463489,0
287211686,10678502069,0
287211686,10678502067,0
26347935,287211705,0
26347935,26347933,0
26347935,287211693,0
10669794266,1479431779,0
10669794266,3221081450,0
10669794266,10669794265,0
1479431779,2623979644,0
1479431779,10669794266,0
2623979644,1479431783,0
2623979644,1479431779,0
2623979644,2623979648,0
1479431783,26347923,0
1479431783,2623979644,0
26347923,2701750732,0
26347923,1479432695,0
26347923,1479431783,0
1474112716,1474112563,0
1474112716,1474113027,0
1474112716,9136390899,0
1474112563,1474112709,0
1474112563,1474112716,0
1474112709,1474112704,0
1474112709,1474112563,0
1474112704,1474112952,0
1474112704,1474112709,0
1474112952,1474112934,0
1474112952,1474112704,0
1474112934,7062760373,0
1474112934,1474112952,0
7062760373,1474112584,0
7062760373,1474112934,0
7062760373,7062760372,0
1474112584,1474112833,0
1474112584,1641035816,0
1474112584,7062760373,0
1474112833,7062760345,0
1474112833,1474112584,0
7062760345,260784560,0
7062760345,7062760369,0
7062760345,1474112833,0
260784560,427562057,0
260784560,7062760345,0
427562057,1474112570,0
427562057,427562056,0
427562057,260784560,0
29641637,277921185,0
29641637,1480000565,0
29641637,261731161,0
277921185,506212826,0
277921185,29641637,0
506212826,11251701193,0
506212826,277921185,0
11251701193,506212825,0
11251701193,506212826,0
11251701193,11251701199,0
506212825,506212824,0
506212825,11251701193,0
506212824,11251701194,0
506212824,506212825,0
11251701194,11251701190,0
11251701194,506212824,0
11251701194,2403842529,0
11251701190,11251701189,0
11251701190,11251701194,0
11251701189,11251701191,0
11251701189,11251701190,0
11251701191,9359271800,0
11251701191,11251701189,0
11251701191,2408997292,0
9359271800,29641644,0
9359271800,11251701191,0
29641644,9359271785,0
29641644,9359271800,0
29641644,294102593,0
29641644,1753866673,0
29641656,5103089049,0
29641656,6829574939,0
29641656,5153928602,0
5103089049,5157635335,0
5103089049,29641656,0
5103089049,5103089048,0
5157635335,5153928606,0
5157635335,5157635337,0
5157635335,5103089049,0
5153928606,5157635328,0
5153928606,5153928607,0
5153928606,5157635335,0
5157635328,5157634455,0
5157635328,5157635329,0
5157635328,5153928606,0
5157634455,5153928645,0
5157634455,5157634456,0
5157634455,5157635328,0
5153928645,11251629340,0
5153928645,5153928646,0
5153928645,5157634455,0
11251629340,11251629361,0
11251629340,1317169562,0
11251629340,5153928645,0
11251629340,5153928617,0
11251629361,5157634459,0
11251629361,11251629340,0
11251629361,5157634447,0
5157634459,5157634443,0
5157634459,5157634460,0
5157634459,11251629361,0
5157634443,11251701205,0
5157634443,5157634473,0
5157634443,5157634459,0
11251701205,11251701207,0
11251701205,5157634475,0
11251701205,5157634443,0
11251701207,5157634499,0
11251701207,11251701205,0
11251701207,5157634477,0
5157634499,11251701209,0
5157634499,11251701207,0
11251701209,5137959989,0
11251701209,5157634499,0
11251701209,5157634512,0
11251701209,1481276497,0
5137959989,5137959980,0
5137959989,11251701209,0
5137959989,5137959988,0
5137959980,5137959990,0
5137959980,5137959981,0
5137959980,5137959989,0
5137959990,5137959993,0
5137959990,5137959991,0
5137959990,5137959980,0
5137959993,5137959994,0
5137959993,5137959990,0
5137959993,5137959992,0
5137959994,4078133663,0
5137959994,5137960003,0
5137959994,5137959993,0
4078133663,5137959999,0
4078133663,5137959994,0
5137959999,12127747252,0
5137959999,5137960000,0
5137959999,4078133663,0
12127747252,11251701203,0
12127747252,5137959999,0
12127747252,12127747251,0
29641676,1478160391,0
29641676,1474112841,0
29641676,1474112553,0
1478160391,1478160404,0
1478160391,3880393834,0
1478160391,29641676,0
1478160404,1478160711,0
1478160404,1478160391,0
1478160711,1478160309,0
1478160711,1478160404,0
1478160309,1478160652,0
1478160309,1478160711,0
1478160652,1478160696,0
1478160652,1478160309,0
1478160696,1478160650,0
1478160696,1478160652,0
1478160650,1478160673,0
1478160650,1478160696,0
1478160673,1478160675,0
1478160673,1478160650,0
1478160675,1478160583,0
1478160675,1478160673,0
1478160583,1478160383,0
1478160583,1478160675,0
1478160383,1478160647,0
1478160383,1478160583,0
1478160647,4023784619,0
1478160647,1478160383,0
4023784619,1861987808,0
4023784619,4023784620,0
4023784619,1478160647,0
1861987808,4023784618,0
1861987808,4023784619,0
4023784618,1478160436,0
4023784618,1726714136,0
4023784618,1861987808,0
1478160436,261056047,0
1478160436,4023784618,0
261056047,29641680,0
261056047,261056063,0
261056047,1478160436,0
29641680,3302171273,0
29641680,261056047,0
29641680,3300138900,0
3302171273,4023784617,0
3302171273,29641680,0
1480000565,287216144,0
1480000565,29641637,0
287216144,1480000566,0
287216144,1480000565,0
287216144,9015492203,0
29641662,9021338228,0
29641662,4131552857,0
29641662,4131552856,0
9021338228,9021338227,0
9021338228,29641662,0
9021338227,9021338226,0
9021338227,9021338228,0
9021338226,9021338227,0
4131552856,29641662,0
4131552857,9021338224,0
4131552857,29641662,0
9021338224,9021338225,0
9021338224,4131552857,0
9021338225,4131552858,0
9021338225,9021338224,0
4131552858,29641664,0
4131552858,9021338225,0
29641664,4131552824,0
29641664,29641666,0
29641664,4131552858,0
29641672,1474112810,0
29641672,1474112401,0
1474112810,1474112562,0
1474112810,29641672,0
1474112810,3884748506,0
1474112562,365990677,0
1474112562,1474112810,0
365990677,1474112579,0
365990677,1474112562,0
1474112579,1474112402,0
1474112579,365990677,0
1474112402,29641674,0
1474112402,1474112579,0
29641674,1474112827,0
29641674,1478160637,0
29641674,1474112402,0
1474112827,1474112794,0
1474112827,29641674,0
1474112794,365990678,0
1474112794,1474112827,0
365990678,1474112553,0
365990678,1474112794,0
1474112553,29641676,0
1474112553,365990678,0
1474112841,1474112427,0
1474112841,29641676,0
1474112427,29641698,0
1474112427,1474112841,0
29641698,1474112618,0
29641698,1474112427,0
1474112618,1474112847,0
1474112618,29641698,0
1474112618,1478160336,0
1474112847,1474112401,0
1474112847,1474112618,0
1474112401,29641672,0
1474112401,1474112847,0
4033442464,1472505955,0
4033442464,2052194188,0
4033442464,4602666870,0
1472505955,1472506219,0
1472505955,4033442464,0
1472506219,568001178,0
1472506219,1472505955,0
568001178,5120218846,0
568001178,1472506219,0
5120218846,1312804435,0
5120218846,5120218847,0
5120218846,568001178,0
1312804435,294560240,0
1312804435,5120218846,0
294560240,9891825673,0
294560240,297722555,0
294560240,1472505370,0
294560240,1312804435,0
4131552824,4131552825,0
4131552824,29641664,0
4131552825,8115191185,0
4131552825,4131552824,0
8115191185,29643026,0
8115191185,4131552825,0
29643026,4131552826,0
29643026,5834974041,0
29643026,8115191185,0
4131552826,4131552827,0
4131552826,8653969958,0
4131552826,29643026,0
4131552827,8979414778,0
4131552827,4131552826,0
8979414778,8979414779,0
8979414778,4131552827,0
82485345,82477544,0
82485345,13042312824,0
82485345,82482282,0
82477544,82477545,0
82477544,82485345,0
82477545,82486346,0
82477545,82477544,0
82486346,13042327483,0
82486346,82477545,0
82486346,3289740078,0
13042327483,82477546,0
13042327483,82486346,0
82477546,82487591,0
82477546,13042327483,0
82477546,1480108091,0
1708040375,1480108077,0
1708040375,1708039859,0
1708040375,2047468671,0
1480108077,1480108092,0
1480108077,1708040375,0
1480108092,1151780034,0
1480108092,1480108077,0
1151780034,1480108099,0
1151780034,1480108092,0
1480108099,1480108065,0
1480108099,1151780034,0
1480108065,1480108086,0
1480108065,1480108099,0
1480108086,1480108088,0
1480108086,1480108065,0
1480108088,1480108108,0
1480108088,1480108086,0
1480108108,1480108106,0
1480108108,1480108088,0
1480108106,1480108103,0
1480108106,1480108108,0
1480108103,1480108091,0
1480108103,1480108106,0
1480108091,82477546,0
1480108091,1480108103,0
82486263,82485415,0
82486263,82485840,0
82486263,82485839,0
82485415,3289740077,0
82485415,82486263,0
3289740077,6916477671,0
3289740077,3289740078,0
3289740077,82485415,0
6916477671,10187289397,0
6916477671,6916477672,0
6916477671,3289740077,0
10187289397,10187289398,0
10187289397,6916477671,0
10187289398,82482282,0
10187289398,10187289397,0
82482282,82485345,0
82482282,10187289398,0
82499886,13042327437,0
82499886,82499801,0
82499886,82499800,0
13042327437,82485836,0
13042327437,82499886,0
82485836,82485837,0
82485836,13042327437,0
82485837,13042327436,0
82485837,82485836,0
13042327436,13042327435,0
13042327436,82485837,0
13042327435,82485838,0
13042327435,13042327436,0
82485838,82485839,0
82485838,10695661159,0
82485838,13042327435,0
82485839,82486263,0
82485839,82485838,0
82485840,13042327426,0
82485840,82486263,0
13042327426,82485841,0
13042327426,13042327425,0
13042327426,82485840,0
13042327426,13042327424,0
82485841,13042327421,0
82485841,13042327426,0
82485841,1478202936,0
82486345,3289740078,0
3289740078,82486346,0
3289740078,82486345,0
3289740078,3289740077,0
10695661159,82487590,0
10695661159,10695661160,0
10695661159,82485838,0
82487590,82487591,0
82487590,10695661159,0
82487591,82480860,0
82487591,82487590,0
82487591,82477546,0
1474112760,1479980608,0
1474112760,10187289319,0
1474112760,1474112742,0
1479980608,10187289314,0
1479980608,1474112760,0
10187289314,370914711,0
10187289314,1479980608,0
10187289314,10187289313,0
370914711,260783629,0
370914711,10187289314,0
370914711,370914709,0
260783629,7841265889,0
260783629,4358122017,0
260783629,370914711,0
7841265889,1479980503,0
7841265889,7841265890,0
7841265889,260783629,0
1479980503,10187289253,0
1479980503,7841265889,0
10187289253,1479980555,0
10187289253,10187289254,0
10187289253,1479980503,0
1479980555,10187289257,0
1479980555,10187289253,0
10187289257,1479980454,0
10187289257,1479980555,0
10187289257,10187289256,0
1479980454,8819151532,0
1479980454,10187289257,0
8819151532,260783631,0
8819151532,8819151533,0
8819151532,1479980454,0
260783631,1479980482,0
260783631,261052418,0
260783631,8819151532,0
1479980482,7841265892,0
1479980482,260783631,0
7841265892,1479980493,0
7841265892,7841265893,0
7841265892,1479980482,0
1479980493,260783632,0
1479980493,7841265892,0
260783632,1479980591,0
260783632,1479980493,0
260783632,1479980638,0
1479980591,8819151543,0
1479980591,260783632,0
8819151543,8819151539,0
8819151543,8819151544,0
8819151543,1479980591,0
8819151539,1479980533,0
8819151539,8819151540,0
8819151539,8819151543,0
1479980533,10187289359,0
1479980533,8819151539,0
10187289359,7841265900,0
10187289359,1479980533,0
10187289359,10187289358,0
7841265900,1479980530,0
7841265900,10187289359,0
7841265900,7841265899,0
1479980530,260783634,0
1479980530,7841265900,0
260783634,6217128081,0
260783634,1482210936,0
260783634,1479980530,0
260783634,10187289378,0
6217128081,370914927,0
6217128081,260783634,0
370914927,1043345680,0
370914927,370914949,0
370914927,6217128081,0
370914927,1479980576,0
1043345680,261052296,0
1043345680,370914927,0
1043345680,1043345635,0
261052296,11183111380,0
261052296,1043345771,0
261052296,1043345680,0
11183111380,7841265912,0
11183111380,11183111387,0
11183111380,261052296,0
7841265912,260783635,0
7841265912,7841265911,0
7841265912,11183111380,0
260783635,7841265920,0
260783635,260783774,0
260783635,7841265912,0
7841265920,7841265921,0
7841265920,260783635,0
7841265920,7841265919,0
7841265921,260784648,0
7841265921,7841265920,0
260784648,7841265906,0
260784648,7841265921,0
260784648,260784647,0
1632019624,1632019636,0
1632019624,82495296,0
1632019624,82495285,0
1632019636,1632019654,0
1632019636,1632019624,0
1632019654,1632019697,0
1632019654,1632019636,0
1632019697,1632019655,0
1632019697,1632019654,0
1632019655,1632019641,0
1632019655,1632019697,0
1632019641,1632019700,0
1632019641,1632019655,0
1632019700,1632019647,0
1632019700,1632019641,0
1632019647,1632019662,0
1632019647,1632019700,0
1632019662,1632019703,0
1632019662,1632019647,0
1632019703,1632019690,0
1632019703,1632019662,0
1632019690,82495811,0
1632019690,1632019703,0
82495811,1070818733,0
82495811,1632019690,0
82495811,82480860,0
1070818733,82495291,0
1070818733,82495811,0
82495291,1070819001,0
82495291,2047468670,0
82495291,1070818733,0
1070819001,82495292,0
1070819001,82495291,0
82495292,82495293,0
82495292,1070819001,0
82495293,82495294,0
82495293,82495292,0
82495294,82495295,0
82495294,82495293,0
82495295,82495285,0
82495295,82495294,0
82495285,1632019624,0
82495285,82495295,0
82495296,82495297,0
82495296,1632019624,0
82495297,82495299,0
82495297,82495296,0
82495299,82499986,0
82495299,82495297,0
82499986,82499800,0
82499986,9211072838,0
82499986,82495299,0
82499986,4023726582,0
1471069441,1471069098,0
1471069441,29641702,0
1471069098,10678546646,0
1471069098,1471069441,0
10678546646,5235125718,0
10678546646,1471069098,0
5235125718,10678546645,0
5235125718,10678546646,0
10678546645,1471069421,0
10678546645,5235125718,0
1471069421,8213831426,0
1471069421,1471069206,0
1471069421,10678546645,0
8213831426,8213831428,0
8213831426,8213831425,0
8213831426,1471069421,0
8213831428,10678546644,0
8213831428,8213831427,0
8213831428,8213831426,0
10678546644,10678546643,0
10678546644,8213831428,0
10678546643,8213822092,0
10678546643,10678546644,0
8213822092,261605286,0
8213822092,8213822091,0
8213822092,10678546643,0
261605286,9048096683,0
261605286,4777287173,0
261605286,8213822092,0
9048096683,10678546638,0
9048096683,9048096684,0
9048096683,261605286,0
10678546638,9675469251,0
10678546638,9048096683,0
9675469251,1507106291,0
9675469251,10678546638,0
9675469251,9675469253,0
1507106291,10678546639,0
1507106291,9675469251,0
1507106291,1507106283,0
10678546639,261605024,0
10678546639,1507106291,0
261605024,1070819204,0
261605024,10678546639,0
261605024,261605076,0
1070819204,1070819258,0
1070819204,261605024,0
1070819204,1070818939,0
985937565,370948870,0
985937565,260657540,0
370948870,1507106306,0
370948870,985937565,0
1507106306,10678546661,0
1507106306,370948870,0
10678546661,10678546660,0
10678546661,1507106306,0
10678546660,985937569,0
10678546660,10678546661,0
985937569,370948871,0
985937569,10678546660,0
370948871,985937570,0
370948871,985937569,0
985937570,260657542,0
985937570,370948871,0
260657542,1507106310,0
260657542,985937570,0
260657542,10678546662,0
1507106310,985937572,0
1507106310,260657542,0
985937572,370948873,0
985937572,1507106310,0
370948873,985937574,0
370948873,985937572,0
985937574,985937575,0
985937574,370948873,0
985937575,1507106290,0
985937575,985937574,0
1507106290,260657543,0
1507106290,1507106271,0
1507106290,985937575,0
260657543,985937584,0
260657543,1507106290,0
985937584,370948944,0
985937584,260657543,0
370948944,985937587,0
370948944,985937584,0
985937587,1507106229,0
985937587,370948944,0
1507106229,260657540,0
1507106229,985937587,0
260657540,985937565,0
260657540,1507106229,0
260657540,10678546665,0
1479980417,1479980489,0
1479980489,1479980456,0
1479980489,1479980417,0
1479980456,1479980465,0
1479980456,1479980489,0
1479980465,1479980475,0
1479980465,1479980456,0
1479980475,1479980508,0
1479980475,1479980465,0
1479980508,1479980514,0
1479980508,1479980475,0
1479980514,1479980513,0
1479980514,1479980508,0
1479980513,1479980531,0
1479980513,1479980514,0
1479980531,1479980386,0
1479980531,1479980513,0
1479980386,1479980446,0
1479980386,1479980531,0
1479980446,1479980448,0
1479980446,1479980386,0
1479980448,1479980397,0
1479980448,1479980446,0
1479980397,1479980434,0
1479980397,1479980448,0
1479980434,1479980405,0
1479980434,1479980397,0
1479980405,1479980642,0
1479980405,1479980434,0
1479980642,1479980647,0
1479980642,1479980405,0
1479980647,1479980605,0
1479980647,1479980642,0
1479980605,1479980639,0
1479980605,1479980647,0
1479980639,10187289229,0
1479980639,1479980605,0
10187289229,10187289235,0
10187289229,10187289232,0
10187289229,1479980639,0
10187289235,10187289382,0
10187289235,10187289229,0
10187289235,10187289234,0
10187289382,6788388863,0
10187289382,10187289235,0
10187289382,10187289381,0
6788388863,1479980634,0
6788388863,8819151542,0
6788388863,10187289382,0
1479980634,1479980610,0
1479980634,6788388863,0
1479980610,1479980563,0
1479980610,1479980634,0
1479980563,1479980410,0
1479980563,1479980610,0
1479980410,1479980599,0
1479980410,1479980563,0
1479980599,1479980640,0
1479980599,1479980410,0
1479980640,1479980425,0
1479980640,1479980599,0
1479980425,1479980463,0
1479980425,1479980640,0
1479980463,1479980635,0
1479980463,1479980425,0
1479980635,1479980450,0
1479980635,1479980463,0
1479980450,1479980560,0
1479980450,1479980635,0
1479980450,1479980414,0
1479980560,1479980431,0
1479980560,1479980450,0
1479980431,1479980490,0
1479980431,1479980560,0
1479980490,1479980592,0
1479980490,1479980431,0
1479980592,1479980638,0
1479980592,1479980490,0
1479980638,260783632,0
1479980638,1479980592,0
260783774,1482210980,0
260783774,260783635,0
260783774,1482210858,0
1482210953,11174406627,0
1482210953,1482210934,0
1482210953,1482210862,0
11174406627,1482210782,0
11174406627,1482210953,0
11174406627,11174406626,0
1482210782,11174406624,0
1482210782,11174406627,0
11174406624,1482210785,0
11174406624,1482210782,0
11174406624,11174406623,0
1482210785,1482210971,0
1482210785,11174406624,0
1482210971,1482210967,0
1482210971,1482210785,0
1482210967,1482210896,0
1482210967,1482210971,0
1482210896,1482210864,0
1482210896,1482210967,0
1482210864,1482210838,0
1482210864,1482210896,0
1482210838,1482210858,0
1482210838,1482210864,0
1482210858,260783774,0
1482210858,1482210838,0
1482210980,1482210962,0
1482210980,260783774,0
1482210962,1482210955,0
1482210962,1482210980,0
1482210955,1482210901,0
1482210955,1482210962,0
1482210901,1482210940,0
1482210901,1482210955,0
1482210940,1482210790,0
1482210940,1482210901,0
1482210790,1482210871,0
1482210790,1482210940,0
1482210871,12663522499,0
1482210871,1482210790,0
1479408199,260783783,0
1479408199,7550002994,0
1479408199,1708041131,0
260783783,260783784,0
260783783,1479408199,0
260783784,260783785,0
260783784,260783787,0
260783784,260783783,0
260783785,260783786,0
260783785,260783784,0
260783786,1479408189,0
260783786,260783785,0
1479408189,260783786,0
1479408189,11403202697,0
260783787,260783788,0
260783787,260783784,0
260783788,260783789,0
260783788,260783787,0
260783789,260783790,0
260783789,260783788,0
260783790,260783789,0
260783793,260783813,0
260783793,1708041066,0
260783793,82500985,0
260783813,1636524652,0
260783813,9871264723,0
260783813,260783793,0
1636524652,261052063,0
1636524652,260783813,0
1636524652,1636524762,0
261052063,260783814,0
261052063,1636524652,0
261052063,261052062,0
260783814,260783815,0
260783814,261052063,0
260783814,261052117,0
260783815,260783816,0
260783815,260783831,0
260783815,260783814,0
260783823,260783820,0
260783823,444660202,0
260783823,1478202812,0
260783823,1478202780,0
260783820,1479401054,0
260783820,339668709,0
260783820,260783823,0
260783820,1479401071,0
1479401054,1479401058,0
1479401054,260783820,0
1479401058,1479401063,0
1479401058,1479401054,0
1479401063,1479401079,0
1479401063,1479401058,0
1479401079,1479401053,0
1479401079,1479401063,0
1479401053,1479401080,0
1479401053,1479401079,0
1479401080,1479401077,0
1479401080,1479401053,0
1479401077,1479401075,0
1479401077,1479401080,0
1479401075,260783837,0
1479401075,1479401077,0
260783837,13040383749,0
260783837,1479401075,0
260783837,13040383754,0
13040383749,260783838,0
13040383749,260783837,0
260783838,9621174673,0
260783838,13040383749,0
9621174673,260783839,0
9621174673,260783838,0
260783839,13040383748,0
260783839,9621174673,0
13040383748,260783840,0
13040383748,260783839,0
260783840,9621174680,0
260783840,13040383748,0
9621174680,260783841,0
9621174680,260783840,0
260783841,260783842,0
260783841,9621174680,0
260783842,260783843,0
260783842,13040383759,0
260783842,260783841,0
260783843,260783844,0
260783843,260783842,0
260783844,1474112582,0
260783844,260783843,0
260783844,1474112609,0
13040383759,6892577136,0
13040383759,13040383756,0
13040383759,260783842,0
13040383759,13040383758,0
6892577136,260784081,0
6892577136,13040383759,0
260784081,260784082,0
260784081,6892577136,0
260784082,260784083,0
260784082,260784081,0
260784083,260784084,0
260784083,260784082,0
260784084,4354697853,0
260784084,260784083,0
4354697853,6895402849,0
4354697853,260784084,0
6895402849,6895402856,0
6895402849,4354697853,0
6895402849,6895402854,0
6895402856,6895402871,0
6895402856,6895402849,0
6895402856,6895402861,0
6895402871,6895402882,0
6895402871,6895402856,0
6895402871,6895402876,0
6895402882,1260301837,0
6895402882,6895402871,0
6895402882,13040383747,0
1260301837,260784085,0
1260301837,6895402882,0
260784085,260784086,0
260784085,1260301837,0
260784086,260784087,0
260784086,260784085,0
260784087,6892577233,0
260784087,260784086,0
6892577233,260784088,0
6892577233,260784087,0
260784088,6892577234,0
260784088,6892577233,0
6892577234,13040383754,0
6892577234,260784088,0
13040383754,260783837,0
13040383754,13040383753,0
13040383754,6892577234,0
13040383754,13040383751,0
1474112570,1474113016,0
1474112570,427562057,0
1474113016,1474112661,0
1474113016,1474112570,0
1474112661,1474112446,0
1474112661,1474113016,0
1474112446,1474112755,0
1474112446,1474112661,0
1474112755,1474112706,0
1474112755,1474112446,0
1474112706,1474112578,0
1474112706,1474112755,0
1474112578,1474112609,0
1474112578,1474112706,0
1474112609,260783844,0
1474112609,1474112578,0
1474112582,1474112702,0
1474112582,260783844,0
1474112702,7062760342,0
1474112702,1474112582,0
7062760342,1474112425,0
7062760342,1474112702,0
7062760342,7062760341,0
1474112425,1474112586,0
1474112425,7062760342,0
1474112586,7841260872,0
1474112586,1474112425,0
7841260872,1474113018,0
7841260872,1474112586,0
7841260872,7841260871,0
1474113018,1474112872,0
1474113018,7841260872,0
1474112872,260784477,0
1474112872,1474113018,0
260784477,370914956,0
260784477,1474112872,0
260784477,9621174682,0
260783831,9575488418,0
260783831,339668709,0
260783831,260783815,0
9575488418,339668684,0
9575488418,9575488417,0
9575488418,260783831,0
339668684,7841265925,0
339668684,6892577103,0
339668684,9575488418,0
7841265925,7841265929,0
7841265925,7841265930,0
7841265925,339668684,0
7841265929,260784580,0
7841265929,7841265925,0
260784580,260784764,0
260784580,1260301836,0
260784580,7841265929,0
260784586,260784613,0
260784586,1478202805,0
260784586,1478202980,0
260784613,7062760337,0
260784613,260784586,0
7062760337,260784614,0
7062760337,260784613,0
260784614,7062760336,0
260784614,260784617,0
260784614,7062760337,0
7062760336,7062760335,0
7062760336,260784614,0
7062760335,260784615,0
7062760335,7062760336,0
260784615,260784616,0
260784615,7062760352,0
260784615,7062760335,0
260784616,7062760338,0
260784616,260784615,0
260784617,7062760361,0
260784617,260784614,0
260784617,7062760358,0
260784764,1482210849,0
260784764,260784766,0
260784764,9871264699,0
260784764,260784580,0
1482210849,260784646,0
1482210849,260784764,0
1482210849,1482210870,0
260784646,260784647,0
260784646,261052062,0
260784646,1482210849,0
260784646,9575556229,0
260784647,260784648,0
260784647,261052120,0
260784647,260784646,0
260784647,9871264738,0
260784766,3956539753,0
260784766,260784764,0
261052062,261052063,0
261052062,261052102,0
261052062,260784646,0
261052062,261052100,0
261052100,261052062,0
261052100,3956539755,0
261052100,3956539754,0
9871264723,261052102,0
9871264723,9871264724,0
9871264723,260783813,0
261052102,9871264738,0
261052102,9871264723,0
261052102,261052062,0
261052102,82500985,0
9871264738,260784647,0
9871264738,261052102,0
9871264738,9871264737,0
261052120,7841265913,0
